ImageName,Bicycle,Bridge,Bus,Car,Chimney,Crosswalk,Hydrant,Motorcycle,Other,Palm,Stair,Traffic Light
03974.png,-0.8339491,-1.5113845,-1.093529,0.7589864,-0.9471928,0.4523889,-1.4255087,-1.5342016,0.860687,-0.9323355,-1.4330063,3.7554398
03975.png,-0.36814803,-0.8141584,-0.38412258,-1.1761692,-0.25558516,-0.6610292,4.3107634,-0.45724532,-0.20732203,-0.105596334,-0.03834176,-0.6875418
03976.png,-0.81434995,-1.1948291,-0.61093366,1.0780779,-1.0761522,3.8233352,-1.1051612,-0.62157845,0.29887217,-1.3285705,-0.56041276,-0.25496712
03977.png,-0.72495043,-0.8159591,0.027688026,4.2596617,-1.0109165,0.21878943,-0.69522464,-0.4820907,-0.50088006,-0.7940115,-1.2212634,-0.72410095
03978.png,-0.62147397,-1.2611402,-0.5473107,4.219672,-0.8693236,0.7468083,-0.9702389,-0.45302543,-0.19182104,-0.7817223,-0.61288095,-1.1779246
03979.png,-0.4255145,-1.3008784,-1.2000308,0.12232357,-1.0184159,4.008789,-1.1171489,-1.0080086,1.2691631,-1.0121439,-0.534636,-0.44442022
03980.png,-0.1980218,-0.93556404,-0.08000103,-0.91317725,0.5657606,-0.64153045,4.64018,-0.7005818,-0.6810521,-0.34294707,-0.21513855,-0.9173987
03981.png,-0.15496865,-0.6407598,-0.28216815,-0.9416151,0.65900683,-0.5386063,4.8249044,-0.60065633,-0.7131577,0.04271929,-0.30682114,-0.6484574
03982.png,1.9080446,-1.4992193,-0.9556699,0.70864743,-1.2683737,-0.3044054,2.2444882,1.3984365,0.3133317,-0.60397047,-1.3516599,-0.48367465
03983.png,-0.5452676,-1.4650848,-0.6441868,1.1242969,-0.8107942,3.95726,-0.7255008,-0.4127364,-0.1460914,-0.8086292,-0.33116695,-1.0189388
03984.png,-0.3076294,-0.55968523,-0.17613363,-0.89493316,0.25881684,-0.54896694,4.71004,-0.7367822,-0.44952008,-0.09802599,-0.19162095,-0.66212463
03985.png,-0.8899572,-0.82651496,0.051993787,4.3199806,-0.90432715,0.02115415,-0.7884738,-0.63527006,0.08944833,-0.4534081,-1.3109139,-1.0654871
03986.png,-0.06470516,-0.34876782,-0.34482655,-0.67730576,0.15539852,-0.7251086,4.8570557,-0.5890261,-0.6415349,-0.17628211,-0.25390124,-0.59138685
03987.png,-0.31781518,-0.24405149,-1.342349,2.6573775,-0.44213519,-1.0160248,-0.7858368,-0.62823457,1.6886032,-0.0905345,-1.1463115,-0.17060578
03988.png,-0.72707653,-1.4656227,-1.4094629,0.6373999,-0.84095347,1.2282023,-1.0383544,-1.6548796,1.5769794,-1.0240345,-1.2285225,3.3355224
03989.png,-0.7211895,0.37082174,-0.46977246,2.285256,-0.36687416,-0.029979553,-0.5710815,-1.2751945,3.0758233,-1.0077035,-1.3054092,-0.45078367
03990.png,-0.40583614,-1.6513828,-0.71218204,0.08737053,-0.8514651,0.38474497,-0.83108985,-1.1149292,0.5174225,-1.206453,-1.0403981,4.0698524
03991.png,-0.8681787,4.090583,-0.7692741,0.3825176,0.13870855,-0.2708969,-0.28398493,-0.8559636,1.2043161,-0.9922516,-0.1159268,-0.51711774
03992.png,0.005918443,-1.1132257,-0.88746834,-0.8770361,-0.6715693,4.364668,-0.16515186,-0.31786197,0.33910614,-0.8407759,0.31260785,-0.69405514
03993.png,-1.0297761,-1.9761914,-1.4306016,0.71432614,0.66804415,-0.6206994,0.27756345,-1.284882,0.48862326,0.115016386,-1.244631,1.7799048
03994.png,-1.1029938,-0.7940008,-0.38032,3.4514432,-0.8579826,-0.06422362,-0.8774152,-1.5297527,2.052302,-0.4073478,-1.6571417,-0.652079
03995.png,-0.648845,-0.08156523,-0.46524704,0.7466266,0.08633177,-0.99821216,-0.4133309,-1.2193246,3.1585536,0.81645113,-1.0250585,0.2948484
03996.png,-0.37036315,-0.5447106,0.13434158,4.131017,-0.7239784,-0.14184563,-0.66996497,-0.41486198,-0.18890563,-0.2824079,-0.75006145,-1.0528717
03997.png,-0.635035,-0.7152919,-0.079003245,1.681662,-0.6036137,0.2402927,-0.37939596,-1.4414679,2.868989,-0.79571617,-1.2255547,-0.13735542
03998.png,-0.4563863,-0.4181701,4.5826397,0.06770083,-0.59101355,-0.63138384,-0.6849302,-0.37399143,-0.18027239,-0.6294133,-0.35483956,-0.86465013
03999.png,-0.9708564,-0.47354677,-0.34960562,4.1936913,-1.0832057,0.6278007,-1.0307016,-0.7257813,0.32714936,-0.86167467,-1.0501485,-1.1840863
04000.png,-0.7338892,-0.30767077,3.1777158,2.303646,-0.6888394,-0.64647365,-0.8084661,-0.644693,0.55821496,-0.78390086,-0.91306543,-1.3358958
04001.png,4.0691037,-1.1332426,-0.559567,0.17208916,-0.69368297,-0.6054817,-0.82052577,1.6739762,-0.33475843,-0.7632884,-0.5300856,-0.3369604
04002.png,-0.28579193,-0.3119883,-0.2848088,-1.2357852,0.47619903,-0.52606606,5.3827,-0.6973815,-0.60973096,-0.19765832,-0.3777479,-0.53151006
04003.png,-0.6297182,-0.60916746,-0.11004806,4.1988535,-0.74678546,-0.13039173,-0.9598553,-0.4709019,0.15675405,-0.19640839,-0.7137056,-1.4319063
04004.png,-0.55250454,-1.4571537,-0.079701364,2.43582,-0.8916346,2.7509046,-0.5933427,-0.479372,-0.27131268,-1.120046,-0.97523046,-0.9899281
04005.png,-0.83088803,1.3416619,-0.9174392,3.1047523,-0.837642,-0.2746726,-0.99478436,-1.387037,1.7923231,-0.66054285,-1.4530811,-0.45886874
04006.png,-0.42206442,-0.7829958,-0.38295063,0.1375475,-0.3745888,-0.37259555,-0.86553323,-0.2861567,-0.96719784,4.5216103,-0.14523005,-0.30919752
04007.png,-0.40071982,-0.9789391,-0.65525675,-0.11975965,-0.041697815,-0.2797048,-0.34195042,-0.5625089,0.17319238,4.073589,-0.5117559,-0.28993857
04008.png,0.034062997,-1.032171,-0.676677,-0.9057775,-0.56356734,4.342007,-0.47044837,-0.16772944,0.2961304,-0.75972044,0.14020616,-0.6227691
04009.png,-0.4216376,-0.93587947,-0.9576246,0.70165384,1.0847793,-1.4260821,-0.26171434,-1.7856679,3.3090336,1.0725348,-0.5873811,0.14595807
04010.png,-0.34058952,-0.8660177,-0.2366324,0.31535316,-0.13320567,-0.39618912,-0.6313723,-0.25225493,-0.49549264,4.3475866,-0.21450078,-0.1497662
04011.png,-0.09169781,-0.98715323,-0.6781398,-0.6795859,-0.5386816,4.1388416,-0.42631108,-0.12632152,0.2865729,-0.85214037,0.090878345,-0.6163056
04012.png,-0.16961926,-1.3583416,-1.1205615,0.5677839,-0.6556951,1.0792353,-0.5518639,-1.4505188,3.192087,0.115738034,-0.59002525,-0.3835491
04013.png,-0.9690603,-0.7882817,3.0931087,2.5263824,-1.0607787,-0.8935659,-1.0927248,-0.6834038,0.38387835,-0.80986524,-0.90280783,-0.8717929
04014.png,4.5960007,-0.987267,-0.37327188,-0.44076985,0.054755658,-0.67971456,-0.4048269,1.0671921,-0.43064266,0.23328492,-0.13190532,-0.09578883
04015.png,-0.27779326,-0.9364271,-1.2854629,0.6260413,0.041583687,-1.3348577,-0.9996697,-0.5366682,1.4538095,4.0032244,-0.581017,-0.11113161
04016.png,-1.1193247,-0.54276544,-0.6223097,0.83798295,-0.5834652,-0.9085594,-1.117985,-1.4705338,1.3030195,2.7258286,-1.2742131,0.6625594
04017.png,0.6196234,-1.6894947,-1.1336541,0.12419109,0.28017148,-1.4323684,0.19702277,-0.76893044,2.8044825,0.92545795,1.0209091,-0.752157
04018.png,-0.7821991,-0.2738018,-0.6318559,0.4295359,0.10525261,-1.3738613,-0.4333015,-1.310052,3.2010317,1.4812183,-0.9459481,0.81103194
04019.png,0.038942218,-0.6901419,-0.82971925,1.6054218,-0.8367745,-0.6031605,-0.0837158,-0.6614996,2.1026554,-0.328696,-1.4419212,0.13092504
04020.png,-0.5428748,-1.0037591,-0.15378705,4.0164633,-0.8044909,0.3111837,-0.66387177,-0.4787667,-0.3050538,-0.77768433,-0.9604497,-1.0778329
04021.png,-0.43377113,-0.81087446,-0.57267976,1.9255505,-0.8999225,-0.56330454,-0.65445954,-1.5317117,3.235433,0.19372228,-0.7532707,0.30687994
04022.png,-1.0587229,-1.0936139,-0.51423573,1.0898521,0.4720667,-0.84317994,-1.1178771,-1.7371187,1.9616557,-0.6231127,-1.7349019,2.347869
04023.png,-0.451983,-1.1613765,-0.8293804,0.21543875,2.3552155,-1.0062133,0.37069756,-1.1001161,3.5185275,-0.17688791,0.2590545,-0.5277113
04024.png,-0.0008864403,-1.0852212,-0.55297804,-1.0750291,-0.49749878,4.4608665,-0.21479425,-0.16849177,0.266122,-0.7147546,0.058346063,-0.65893555
04025.png,-1.0710764,-1.0076191,0.26578432,4.168516,-0.5413364,0.110593095,-1.0283228,-0.5093035,0.13064599,-0.7923334,-0.8934743,-1.2302611
04026.png,-0.8861951,-0.74480975,-1.2463822,1.0935831,-0.008926272,-0.72845316,-1.0806097,-1.855121,3.7118537,0.88560086,-0.69356525,0.40769967
04027.png,-1.0601599,-0.31842697,-0.2822944,3.654446,-1.1531045,-0.1855414,-0.92996275,-1.3541255,1.251064,-0.49477726,-1.4072528,-0.11045741
04028.png,-1.2031425,-0.41555667,-0.2768116,4.0377054,-1.0132811,0.19986445,-0.82329285,-0.8977565,0.3947195,-1.3292556,-1.6082402,-0.2971214
04029.png,-0.09559016,-1.164665,-0.5142031,-0.84040034,-0.6384634,4.2871504,-0.3772517,0.0053912997,0.3316449,-1.0123779,-0.11031498,-0.778614
04030.png,-0.21936588,-1.2001636,-0.6609539,0.45313436,-0.8000456,4.1469054,-0.76808083,-0.28509134,-0.07919106,-1.0285672,-0.19354716,-1.0630969
04031.png,-0.87280965,0.10340108,-0.8641022,2.2952886,-1.2638776,-0.010880232,-0.5672889,-1.6060076,2.7499843,-0.9161279,-1.4917963,-0.18027356
04032.png,-0.82468146,-1.504882,-1.5455451,1.3360405,-0.39413324,-0.23818707,-0.8403963,-1.1728059,1.5438862,3.2708135,-0.9633838,-0.34871396
04033.png,-0.67015123,-0.79441434,-0.44929656,4.1306276,-1.0115001,0.41812137,-1.04783,-0.8779302,0.30721924,0.03540942,-0.80738187,-1.354131
04034.png,-0.52040964,-1.011882,-0.8491709,-0.17415667,-0.6826477,4.078134,-0.7010434,-0.23838171,0.6693467,-1.0341532,-0.22466713,-0.76422155
04035.png,-0.3057331,-0.44965228,-0.130753,-0.78857887,0.6261771,-0.57474196,4.7254696,-0.55544776,-0.77315176,-0.16138878,-0.28475237,-0.69091
04036.png,-0.73126274,0.28937024,-0.9267099,1.9282265,-0.402576,-0.9715125,-1.6400981,-1.1083388,0.9203165,3.23145,-0.82236123,-0.6529513
04037.png,-0.6154215,-0.91070294,0.16215613,3.7350152,-1.0129306,-0.13664189,-0.13410082,-0.8292699,0.13500014,-0.7342311,-0.9539279,-0.9636251
04038.png,-0.6551004,-1.3399892,-0.50055534,0.2663289,-0.92205995,-0.02319336,-0.9469154,-1.1670969,0.65381896,-1.0871384,-1.0981228,4.0182886
04039.png,-0.7270733,-0.76341873,4.25159,0.1419999,-0.62759495,-1.2942053,0.107740484,-0.6700882,0.8446669,-0.9254322,-0.64149106,-0.37875193
04040.png,-0.5033038,-0.7568296,-0.6287864,-0.8322488,0.8679123,-0.64787453,4.4490547,-0.8907028,0.32497317,-0.21475896,-0.49165553,-0.6952144
04041.png,-0.12565003,-1.0915318,-0.6355319,-0.5919556,-0.6759466,3.9441817,-0.22517425,-0.20597619,0.056047946,-1.0617127,-0.13689566,-0.6624484
04042.png,-0.64725965,-0.20629956,-0.20859155,2.046637,-0.1433458,-0.704674,-0.42352563,-1.4802248,3.126649,-0.64695346,-1.561163,-0.1418934
04043.png,-0.07654941,-0.9969852,-0.57577884,-0.8034763,-0.8112723,4.4910736,-0.31364205,-0.4049837,0.20830622,-0.941277,-0.19296551,-0.66066825
04044.png,-1.0793605,-1.1728241,-0.6160263,2.930431,-1.3185694,0.0013025738,-1.2299573,-1.6944605,1.2701006,-0.81803656,-1.6348563,1.4756191
04045.png,-0.31460106,-1.7816088,-0.74228287,-1.2002144,1.7061539,-1.1771882,3.2151012,-1.3322248,1.4738295,-0.33460867,-0.1484097,-0.23385516
04046.png,5.1067486,-0.62067133,-0.47989157,-0.48295593,-0.20172834,-0.6323483,-0.31779093,0.9073243,-0.37867475,-0.03550172,-0.30927798,-0.2158227
04047.png,-0.6997146,3.5055234,-0.71237653,1.0089574,0.05132923,-0.5894908,-0.23171636,-0.83107203,1.617903,-1.2751478,-0.4955397,-0.76975405
04048.png,-0.6788934,-0.5356333,-1.1727378,0.9124236,0.56587744,-1.0544202,-0.81155944,-1.6316696,2.694265,0.3373744,-1.6425493,1.0637267
04049.png,-0.44637328,-0.8744963,-0.40890396,-0.74963737,0.82513314,-0.5733857,4.107684,-0.7055834,0.10794073,0.11763848,-0.3345577,-0.25766745
04050.png,-0.15003206,-1.0757792,-0.52520055,-0.6915784,-0.5971348,4.24987,-0.48052466,-0.13368818,0.02147676,-0.9050432,0.19783509,-0.7078215
04051.png,-0.35067552,-0.6107987,-0.13745539,0.037962757,-0.1160153,-0.29577106,-0.46361136,-0.3417908,-0.7054332,4.017708,-0.19247526,0.2853664
04052.png,4.447701,-0.87550247,-0.42962605,-0.5708335,0.008704662,-0.9306749,-0.41294435,1.2450507,0.045319118,0.10935104,-0.25465414,-0.20764557
04053.png,-1.007557,-0.33362287,-0.9788606,1.1314247,-0.40068004,-1.5880549,-1.1101589,-1.8952938,2.9025693,1.535284,-0.68506354,0.0881367
04054.png,4.6415744,-0.7838499,-0.8937467,-0.57339627,-0.30496424,-0.73558354,-0.54933727,2.0837226,-0.5450871,0.26483852,0.09264166,-0.46407592
04055.png,4.969128,-1.0841229,-0.57937217,-0.071218796,-0.5075795,-0.6148061,-1.0045675,0.69376296,-0.015119731,-0.09376479,0.02484586,-0.19125721
04056.png,-0.5896684,-0.6937021,-0.2601028,4.17544,-0.8586939,0.266904,-0.5652001,-0.51654553,-0.037092775,-0.8660141,-1.274628,-0.9973347
04057.png,4.957016,-1.1620268,-0.2868755,0.045078278,-0.34259,-0.16347545,-0.51997364,0.6654136,-0.21315226,-0.2943735,-0.35833475,0.052394815
04058.png,-0.83132946,-0.7568491,0.022908524,4.1032495,-0.77965367,0.5324256,-0.7040959,-0.58823377,0.0920501,-0.6255976,-0.84827137,-1.3007107
04059.png,-1.2068762,-0.47166047,0.34359574,3.8358388,-0.97142833,-0.5536805,-0.14064774,-1.4213457,1.4477751,-0.9584623,-1.1612897,-0.099653505
04060.png,0.039858133,-1.0020403,-0.55324316,-1.1360124,-0.7506485,4.622214,-0.23196904,-0.2209768,0.17621969,-0.90359384,0.014527276,-0.48262194
04061.png,-0.30108517,-1.1560206,-0.6800859,0.18749797,-0.90372694,4.2832336,-0.3300284,0.070026785,-0.26224127,-0.99917555,-0.18089113,-1.0603737
04062.png,-0.1509347,-0.85871196,-0.7901901,3.9634557,-1.5424428,0.28088576,-0.99118227,-0.86647725,0.04843445,-0.50799537,-1.053072,-1.0655302
04063.png,-0.91860676,-1.5833468,-0.7766628,3.0126839,-1.3399036,0.08156163,-1.5223554,-1.4192613,0.41529033,-0.3626368,-1.6619449,1.426668
04064.png,-1.009512,-0.7100892,-0.322067,3.7281046,-0.9842431,0.33130312,-1.1435724,-0.9915185,0.43201074,0.21044797,-1.4094535,-0.8627601
04065.png,1.8537123,-1.7568277,-1.3490177,-1.7150447,-0.95222557,-0.29299235,1.9588119,-0.53787374,1.6556706,-0.22981292,-0.73817396,0.93611056
04066.png,-0.4460111,-0.6846149,0.44040567,3.8357124,-0.9409521,-0.049975246,-0.33646843,-0.5717927,-0.13916573,-0.6066102,-0.803851,-1.1301401
04067.png,-0.59692067,-1.5792029,-1.4848497,1.0566818,-1.0451466,0.41247463,-1.0015299,-1.49586,1.2126249,-0.57060724,-1.2999551,3.0279884
04068.png,5.114616,-0.94877344,-0.693859,-0.5654514,-0.08858076,-0.67103344,0.27189767,0.30204666,-0.041147016,0.035471067,0.049585946,-0.45555454
04069.png,-0.19983572,-1.6940014,-0.7241518,3.61409,-1.1816059,0.46494597,-0.6980828,0.03492768,0.44149214,-0.23464125,-0.50103545,-1.4983852
04070.png,-0.46053636,-0.6693887,-1.2074597,0.15462479,2.0334685,-1.326906,-1.0659337,-1.1743773,3.1391182,0.66111356,-0.42543495,0.32960564
04071.png,-0.26337874,-0.5292688,-1.070169,-0.46589768,0.08167073,0.027137816,0.12602499,-1.181673,2.7996023,0.406262,-0.4110054,-0.32226512
04072.png,-0.572835,-0.54291546,4.154044,0.6111934,-0.6479162,-0.39141557,-0.5782448,-0.4001812,-0.03156307,-0.9459019,-0.60126966,-0.5508013
04073.png,5.072815,-0.8499038,-0.42908671,-0.81456494,0.06596632,-0.58199704,-0.016372167,0.6965695,-0.37992868,-0.15331574,0.031661443,-0.15492529
04074.png,0.02040948,-1.0870552,-0.48425475,-1.119606,-0.6648474,4.2826037,-0.23977223,-0.12345692,0.12669817,-0.76963407,0.30982208,-0.6891184
04075.png,-0.7232895,-0.8889585,-0.3225717,4.049894,-0.9057644,0.9127527,-0.58678776,-0.6895206,0.21667145,-1.0573463,-1.2396041,-0.99819136
04076.png,0.07722068,-0.7065476,-0.9510408,0.64488363,-0.7556152,-1.093575,1.2099086,-1.172935,2.6246276,0.12726846,-0.4476132,0.32165945
04077.png,-0.53815615,0.3841535,-0.6654581,0.9223366,-0.20019233,-1.1486809,-0.47383052,-1.6262865,3.4906616,0.403617,-1.8448147,0.6728194
04078.png,4.453251,-1.3162937,-1.1573493,-0.29447547,-0.74867386,-0.38462374,0.30109197,1.2697616,-0.42521226,-0.21088809,-0.3919207,-0.09812573
04079.png,-1.2097809,-0.9340315,-1.2165468,1.098129,-0.59302396,-1.1024923,-1.3460747,-1.5779741,1.4279864,2.688401,-1.4340385,1.4497821
04080.png,-1.0820731,-0.16204566,-0.5854574,2.5822053,-0.54885894,-1.1938524,-0.92789614,-1.3233068,2.3469625,1.1850926,-1.5393585,-0.41928396
04081.png,-0.3945172,-0.81199795,-0.35611954,0.07755035,-0.06223019,-0.44532996,-0.5219127,-0.3991135,-0.66624904,4.3830166,0.017334223,-0.5023154
04082.png,-0.6122913,-1.4488059,-0.9455302,1.3773717,-0.4818111,-0.91049993,-0.84011614,-1.4503694,2.2097735,2.7152483,-1.0242407,0.097558945
04083.png,-0.5029788,-0.681532,-0.18105695,4.088846,-0.88069046,0.5749352,-1.0184013,-0.52127564,-0.39490402,-0.50843716,-0.9462884,-1.5515561
04084.png,-0.1448982,-1.0343726,-0.888968,-1.0226477,-0.5229372,4.204176,-0.39191556,-0.25321686,1.3767526,-1.1363633,-0.052661136,-0.73593575
04085.png,-0.75851893,-0.52720505,-0.2862263,2.7330909,-1.1217759,-0.64561117,-0.49268928,-1.4179826,2.3128452,-0.78538305,-1.3037087,0.62949866
04086.png,-0.8460609,-0.5135107,-0.50836444,3.6069553,-0.74742055,0.2723912,-0.9870765,-1.148482,0.9436178,-0.88805044,-1.4190389,-0.542897
04087.png,-0.71797097,-0.6287317,2.9416864,1.0561725,-1.0942314,-0.7195708,-0.76767755,-0.9785682,1.372573,-0.9187711,-1.0822232,-0.55796355
04088.png,-0.16275047,-0.46756864,-0.012310803,-0.7112154,1.1333071,-0.3234861,4.1941404,-0.5434412,-0.38371548,-0.11667764,-0.19108546,-0.91597486
04089.png,-0.12719364,-1.0046445,-1.0535544,2.7250156,-1.3458847,-0.34956485,-0.5414929,-0.79663134,1.7190139,-0.3283685,0.30019957,-1.0624135
04090.png,-0.65931517,-1.4357638,-0.5140648,1.6803334,-1.1594332,0.14825697,-0.89895296,-1.7104625,2.2252657,-0.72308403,-0.9944656,1.12587
04091.png,0.41422188,-1.3155578,-1.2935021,0.7835121,-0.9529237,-0.75430876,0.4503363,-1.268731,1.823637,0.73823446,0.39512098,-0.6826501
04092.png,-0.43165863,-1.3302836,0.55447555,0.6943141,-0.9348147,3.323883,-0.8060804,-0.04064046,0.23649216,-1.1762388,-0.5262605,-1.623164
04093.png,-0.5259877,-0.6688438,-0.9138646,0.9691484,-0.6847551,-0.836331,-0.6243187,-1.1880052,3.4140544,1.3704515,-0.8088316,0.14706491
04094.png,-1.013007,-1.1248131,-1.1963559,0.85175085,0.86387867,-1.587247,-1.0148447,-1.7344517,1.800387,2.5566747,-1.0191768,0.57431793
04095.png,-0.4962623,-1.1932737,0.23656388,4.203105,-1.0358163,0.15320233,-0.78283405,-0.08524363,-0.27510697,-0.40380418,-0.66634685,-1.2722416
04096.png,-0.022035152,-1.174743,-0.60387707,-0.6974275,-0.6212909,4.1136823,-0.4676361,-0.009469442,0.24597867,-0.92745775,0.17468867,-0.91552234
04097.png,4.744768,-0.7082665,-0.62176806,-0.6030848,-0.29233918,-0.285241,-0.10712692,0.45851502,0.030893326,-0.26894248,-0.5108494,-0.040243313
04098.png,-1.158179,-1.3900065,-0.8028694,1.9452963,-1.3133688,0.42491722,-1.5682275,-1.6502163,0.83731455,-1.3558793,-1.5237744,3.393554
04099.png,-0.3332276,-0.52814424,4.5677977,-0.21181849,-0.45814496,-0.6423997,-0.8534632,-0.48362195,0.18281445,-1.0106443,-0.41429847,-0.6613367
04100.png,-0.48218548,-0.79435676,-1.0003396,0.4175138,0.8086188,-0.40198788,-1.0898015,-1.6775954,2.5892365,0.19955352,-0.6144049,0.82920796
04101.png,-0.73252285,-1.0334713,-0.39390945,-0.4002405,4.781814,-0.6624459,0.13148782,-0.5082155,1.4886333,-0.57379746,0.2832905,-0.71841705
04102.png,0.57713807,-0.8657697,-0.2631371,1.3700356,-0.118759796,-0.57939667,1.0002056,-0.85482454,1.5324165,0.41021547,-0.6508226,-0.6766578
04103.png,0.10876562,-0.98209536,-1.2301414,-0.18634239,-0.7304311,2.4292855,-0.023894906,-1.3943347,2.9053414,-0.55420744,-0.6933099,-0.8422662
04104.png,-0.81254965,-1.7503794,-1.123338,0.84262097,-1.1167665,0.45304844,-1.6150503,-1.4142613,0.8119826,0.08224074,-1.2084624,3.2491288
04105.png,4.725293,-0.76824194,-0.70731485,-0.19500956,-0.19938155,-0.3464895,-0.35732576,0.9837746,-0.46716666,0.052200146,-0.4236154,-0.392829
04106.png,-0.4500655,-0.49688697,4.790473,-0.45803636,-0.50431335,-0.9311689,-0.7206148,-0.4195568,0.27187145,-0.9609901,-0.4388392,-0.71368027
04107.png,4.847973,-0.82739943,-0.5724429,-0.5953366,-0.15977871,-0.57093084,-0.337389,1.4604986,-0.75553596,-0.22802201,-0.24381146,-0.11423114
04108.png,-1.0317177,-0.99498475,-0.369052,3.7154925,-1.172674,0.3215474,-1.1316906,-1.3931539,0.8005161,-0.9082188,-1.6869185,0.08392155
04109.png,-0.4543195,-0.3760307,4.350436,-0.08402593,-0.6158258,-0.7718668,-0.6239034,-0.35979676,0.47929892,-0.9033836,-0.2955331,-0.65238285
04110.png,-0.28310046,-1.1682174,-0.9093708,-0.51474935,-0.6755916,4.2898617,-0.17172115,-0.81987685,1.0873444,-1.1846466,-0.45685464,-0.30169305
04111.png,-0.88888574,-0.3539247,-0.79599696,2.6233926,-0.62588173,0.6357869,0.24506162,-1.3111345,1.7998406,-1.4016228,-1.3379474,-0.35278916
04112.png,-0.75514114,-0.1875946,-1.0817503,1.5400467,-0.24506773,-0.5992637,-0.32770312,-1.7545468,2.9684143,-0.07693298,-1.5359178,0.08681623
04113.png,-0.19974434,-1.1637254,-1.0472751,-0.56677353,-0.9612409,2.1188974,-0.6505865,-1.1902437,2.0521433,-0.38386703,-0.11215751,-0.22794425
04114.png,-0.46031606,-0.46941864,4.2133193,-0.10328528,-0.78910285,-0.52217263,-0.7206834,-1.1853747,1.2215772,-0.6770749,-0.61705816,-0.85730976
04115.png,-0.9419283,-1.1280293,-0.28605807,2.9182515,-1.3106285,0.064065956,-0.5982559,-1.408277,0.21815515,-0.99713546,-1.5335093,0.6183545
04116.png,0.127114,-0.76607454,-0.3191429,-0.9979979,-0.02423723,-0.42628977,4.738303,-0.7004552,-0.48768562,-0.1677163,-0.29104656,-0.8049351
04117.png,-0.1571205,-1.0041094,-0.653365,-1.0753491,-0.62953067,4.1524935,-0.36153963,-0.1542944,0.09036337,-0.91368234,0.14058626,-0.5591045
04118.png,-0.5102357,-1.2627478,-0.65819156,-0.20017603,-0.725895,0.45697737,-0.6468295,-1.0692921,0.43957928,-1.1226099,-0.9506864,3.974994
04119.png,-0.7187685,0.3313703,-0.87528783,3.132841,-0.95448494,0.24963015,-0.8965051,-1.2416267,1.6555154,-1.3059437,-1.407635,0.018327564
04120.png,-1.015882,-0.54478836,-0.6487776,2.3948014,-0.49589854,-0.25628927,-0.96285856,-1.9100525,2.4315026,-0.13153829,-1.2496994,-0.14526784
04121.png,-0.74638337,-0.7437879,-0.36491233,3.4742284,-1.1000819,0.74508494,-1.1002958,-0.5736073,0.071667165,-0.8337158,-1.3215992,-0.54632014
04122.png,1.1829394,-1.6755903,-1.3304789,-0.24316368,-0.48026556,-1.1256562,-0.5009078,-0.28688118,2.0890083,2.4272919,-0.6305674,-0.14394665
04123.png,-0.42622,-0.61504227,-0.1207937,-0.81647015,0.5882995,-0.36597195,4.290826,-0.71390563,-0.48578867,-0.19585958,-0.046122782,-1.0061029
04124.png,-0.88111633,-0.86272234,-0.3395471,3.7551541,-0.94555986,-0.09247719,-0.6739315,-1.3007481,1.3298149,-0.27517915,-1.2468871,-0.71476305
04125.png,-0.4122721,-0.29424703,-0.7362059,0.73701024,0.65194476,-1.002207,-0.4021688,-2.033813,2.7415078,-0.042412013,-1.5272149,0.32669905
04126.png,0.19496696,-1.0164028,-0.74166375,-0.3881237,0.026380971,-0.7427185,-0.82772374,-1.4509788,1.7981873,0.003541395,1.9796321,1.0938704
04127.png,-0.8265581,0.6457943,-0.17896277,1.2670803,0.31596473,-1.6058395,-0.7747047,-1.7101005,3.4196851,0.21058804,-0.51762843,-0.5977248
04128.png,-0.60236263,-0.9717345,0.368724,4.2071905,-0.7635417,0.03257504,-0.7835191,-0.33292064,0.07890721,-0.60836834,-0.8247783,-1.6860372
04129.png,4.7002873,-0.6938932,-0.40921217,-0.39592174,-0.2378228,-0.41669703,-0.018324926,0.50883996,-0.24290028,-0.20227209,-0.26728672,-0.22686604
04130.png,-0.56996256,-0.9328071,0.3467863,4.194852,-0.8390467,0.17300536,-0.6358429,-0.2684062,-0.7191961,-0.518459,-0.69000536,-1.2827436
04131.png,-0.34861872,-1.2167295,-0.77903855,-0.0027638078,-0.85519755,4.1724463,-0.6769762,-0.23303786,0.36261448,-0.68719757,-0.4488343,-0.5455404
04132.png,1.3765296,-1.4450119,-0.7334854,0.5297941,-1.1232305,-0.40470186,-0.23797376,1.478704,0.42421955,-0.3066929,-0.18130207,-0.97105384
04133.png,-0.669388,-1.0273749,-1.3492959,0.97404134,-0.19326109,-1.162332,-1.3536391,-1.4361591,0.99905485,3.456404,-1.0723399,0.4775339
04134.png,-0.051063314,-1.1731881,-0.600463,-0.958975,-0.46637806,4.208937,-0.40333277,-0.17874984,0.19609252,-0.81147474,0.22835065,-0.69628155
04135.png,-0.31473625,-0.9449165,-0.020611972,0.08981176,-0.22616978,-0.2420092,-0.6537388,-0.095361024,-0.8424076,4.3667893,0.04332731,-0.33756185
04136.png,-0.73463404,-0.21757863,-1.7166079,1.5134319,-0.9587366,2.6851652,-1.1437317,-1.5156043,2.5182345,-1.7668871,-1.1073606,0.16947038
04137.png,-0.4142934,-0.9974618,-0.37113476,4.0719404,-0.8540928,0.9945133,-0.56397253,-0.19778395,-0.22560266,-0.65275925,-0.75585765,-1.4880146
